,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,28,0,1,0,1,0,0,3,1,2,0,2,0,0,0,0,1,1,0,0,0
Subaru,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dodge,1,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,30,3,2,3,1,3,2,1,0,1,0,3,0,0,2,0,2,2
Toyota,2,0,0,2,25,4,8,5,9,6,0,1,1,2,3,0,1,3,0,4,3
Honda,1,0,0,2,6,26,2,1,8,4,3,0,0,1,0,1,2,1,3,2,2
Nissan,1,0,0,1,1,2,28,2,1,3,4,0,0,2,1,1,0,2,0,4,0
Chevrolet,3,0,1,0,2,1,1,23,0,1,1,1,0,0,2,0,0,2,1,1,0
Hyundai,1,0,0,0,0,1,2,1,25,1,0,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,0,0,2,1,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0
Renault,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,1,0,0,1,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0
Mercedes-Benz,0,0,0,1,0,1,1,1,1,1,10,2,26,3,1,2,1,0,4,8,0
BMW,0,0,0,1,0,5,2,0,1,4,0,1,9,28,2,8,8,1,2,14,7
Ford,3,0,0,1,8,0,2,18,4,5,1,2,1,1,15,2,0,7,0,0,3
Porsche,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1,25,2,1,1,1,1
Audi,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,19,1,0,2,1
Volkswagen,3,0,0,0,4,0,2,2,5,3,0,0,5,2,0,3,6,25,0,1,0
Ferrari,0,0,0,0,0,0,0,0,0,0,13,5,2,2,0,5,0,0,29,1,0
Lexus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
