,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,41,0,1,0,2,1,2,6,0,2,0,0,2,0,2,0,0,1,1,0,1
Subaru,0,37,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dodge,1,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,1,0,0,50,3,1,5,8,4,1,1,2,0,2,4,0,2,2,0,1,14
Toyota,7,0,0,1,47,12,18,10,13,13,4,0,5,0,3,3,3,5,0,8,5
Honda,2,0,1,0,13,50,3,6,11,4,9,1,0,0,4,4,2,1,0,6,2
Nissan,2,0,0,1,4,5,45,2,1,3,11,2,0,1,2,0,2,0,0,6,1
Chevrolet,6,0,0,1,1,1,0,39,0,1,0,0,1,0,2,0,1,0,0,1,1
Hyundai,1,0,0,1,1,1,1,1,44,0,1,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,0,0,1,0,1,2,0,38,0,0,0,0,2,0,1,0,0,2,0
Renault,0,0,0,0,0,0,1,0,0,0,26,1,0,0,0,0,0,0,3,1,2
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,2,0,0
Mercedes-Benz,1,0,0,0,1,3,1,1,0,2,13,1,44,7,2,3,7,1,2,8,2
BMW,1,0,0,1,2,9,2,1,1,12,9,3,7,46,3,14,14,4,0,17,8
Ford,7,0,1,2,13,4,1,25,13,9,0,1,3,1,31,2,3,8,0,1,5
Porsche,0,0,0,0,0,0,0,0,0,2,2,3,5,2,1,40,2,2,2,2,1
Audi,0,0,0,0,1,0,1,0,0,1,3,5,2,2,0,3,45,2,1,2,0
Volkswagen,2,0,0,1,2,0,2,2,5,6,1,0,5,3,0,8,10,41,0,0,2
Ferrari,0,0,0,0,0,0,1,0,1,0,16,9,2,0,5,7,1,1,46,0,0
Lexus,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23,0
Volvo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
