,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,35,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,1,1,0
Subaru,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Dodge,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,1,0,0,37,8,1,2,2,1,1,0,0,4,0,2,0,1,2,0,0,4
Toyota,2,0,1,1,33,11,9,7,18,8,0,0,2,1,3,0,7,9,1,6,8
Honda,0,1,1,0,5,37,8,1,5,5,5,1,1,1,2,1,2,3,0,1,3
Nissan,0,0,0,1,5,7,33,1,0,1,7,0,0,0,3,1,0,0,0,2,1
Chevrolet,5,0,3,0,2,2,2,28,1,0,0,0,2,0,2,1,1,1,0,2,2
Hyundai,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,1
Mazda,0,0,0,0,1,0,1,1,0,34,0,0,0,0,2,0,0,1,1,2,2
Renault,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,1,0,2,0,0
Lamborghini,0,1,0,0,0,0,0,0,1,0,0,40,1,0,0,1,0,0,1,3,0
Mercedes-Benz,0,0,1,0,0,1,5,0,1,3,9,4,34,4,2,3,6,0,4,9,6
BMW,0,0,0,0,1,8,7,2,1,8,4,3,12,37,3,11,8,1,2,15,7
Ford,3,0,1,0,12,3,2,15,11,8,0,0,2,0,21,4,4,5,0,1,12
Porsche,1,0,1,0,0,0,1,0,0,0,4,2,3,3,2,34,3,2,0,0,2
Audi,0,0,0,0,0,0,2,0,1,1,3,4,4,1,0,5,29,4,0,7,3
Volkswagen,1,0,0,0,6,0,4,1,3,2,0,1,3,0,0,5,7,33,0,0,1
Ferrari,0,0,0,0,0,0,1,0,2,0,17,10,3,0,3,9,0,0,35,3,0
Lexus,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,15,1
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
