,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,38,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
Subaru,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dodge,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,1,0,0,40,6,0,6,3,6,3,0,0,5,1,1,1,1,1,0,2,7
Toyota,2,0,0,1,36,10,16,6,12,11,1,2,1,0,2,1,1,8,0,4,4
Honda,0,0,0,0,7,38,6,3,8,6,6,1,1,1,5,0,1,1,4,5,6
Nissan,2,0,0,0,4,2,37,5,2,0,4,0,0,0,0,2,1,0,0,4,0
Chevrolet,5,0,1,1,1,1,3,28,0,2,1,1,0,0,3,0,0,0,0,0,1
Hyundai,0,0,0,1,1,0,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,0,0,2,2,0,2,0,29,0,0,0,1,0,1,1,0,0,3,0
Renault,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,1,0,0,0
Lamborghini,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,1,0
Mercedes-Benz,0,0,0,2,1,2,4,1,2,1,9,2,39,10,2,5,5,1,3,8,1
BMW,2,0,0,3,1,8,8,1,1,5,5,4,13,35,5,14,12,0,2,14,7
Ford,8,0,1,3,12,1,2,20,7,18,0,0,0,0,24,4,2,5,0,2,9
Porsche,0,0,0,0,0,1,1,1,0,0,1,7,1,0,2,34,4,3,1,3,0
Audi,0,0,0,0,0,0,1,1,0,0,3,2,6,2,1,5,36,6,1,1,1
Volkswagen,0,0,0,0,2,0,3,1,5,1,1,0,2,1,1,4,7,28,0,0,0
Ferrari,0,0,0,0,0,0,1,0,0,0,17,14,3,0,1,6,1,0,36,0,0
Lexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
