,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,36,0,0,0,0,0,0,3,0,2,0,2,1,0,1,0,2,0,0,0,0
Subaru,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dodge,1,0,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tesla,0,0,0,39,1,0,4,4,2,2,0,0,5,0,0,1,0,2,1,1,9
Toyota,2,0,0,1,35,9,17,1,16,7,0,1,3,3,2,2,2,3,0,5,3
Honda,3,0,0,0,4,38,2,4,5,10,3,1,0,2,2,1,2,2,0,2,4
Nissan,0,0,0,2,3,2,36,2,1,4,9,0,1,1,1,0,0,0,0,1,2
Chevrolet,6,0,0,1,3,2,1,30,0,0,0,0,1,1,2,0,2,1,0,0,2
Hyundai,0,0,0,0,0,1,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,1,0,1,0,0,1,0,32,0,1,0,0,1,0,0,0,0,0,0
Renault,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,3,1,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Mercedes-Benz,0,0,0,1,1,2,2,3,0,1,12,6,39,8,4,6,5,0,4,10,4
BMW,0,0,1,2,2,6,5,0,2,4,3,5,12,37,3,8,12,0,1,13,8
Ford,7,0,1,1,16,3,4,18,6,11,0,0,0,2,29,6,1,7,1,2,4
Porsche,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,36,3,2,1,3,1
Audi,0,0,0,0,0,0,1,1,0,1,1,5,2,4,1,2,33,3,0,4,2
Volkswagen,0,0,0,0,1,1,3,1,4,5,0,1,2,1,2,3,9,31,0,0,1
Ferrari,1,0,0,0,0,1,0,1,0,0,15,17,2,1,1,6,3,0,37,1,0
Lexus,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1
Volvo,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25
