,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
Subaru,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Dodge,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tesla,1,0,0,25,5,0,4,2,1,1,0,0,0,0,2,1,2,1,0,0,2
Toyota,3,0,0,1,24,9,10,1,11,6,3,0,2,0,1,1,5,6,1,7,4
Honda,3,0,0,0,4,29,2,5,3,2,3,1,1,2,0,1,1,0,1,3,1
Nissan,1,0,0,0,3,4,28,2,2,2,5,0,1,1,1,0,1,1,1,2,0
Chevrolet,1,0,0,0,0,2,2,22,1,1,0,2,1,0,3,0,2,1,2,0,0
Hyundai,0,0,0,0,1,1,0,0,26,1,0,0,0,0,0,0,0,0,1,1,0
Mazda,1,0,0,0,0,1,0,1,1,26,0,0,0,0,0,0,0,0,1,1,0
Renault,0,0,0,0,0,0,0,0,0,1,21,0,0,1,0,0,0,0,0,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0
Mercedes-Benz,1,0,0,2,1,0,2,1,1,1,9,3,28,3,0,4,1,3,3,5,3
BMW,0,0,0,1,0,4,4,1,2,10,2,2,3,26,0,5,7,3,1,8,9
Ford,4,0,0,3,10,1,3,7,6,5,0,0,2,0,21,0,2,5,1,1,7
Porsche,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,21,0,2,2,2,0
Audi,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,22,7,2,1,1
Volkswagen,1,0,0,0,3,0,3,0,6,2,0,0,3,1,0,0,5,24,0,1,0
Ferrari,0,0,0,0,1,0,0,0,0,0,6,14,2,1,0,10,2,0,26,0,0
Lexus,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
