,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,45,0,1,2,0,0,0,3,0,4,0,2,1,0,0,0,0,1,1,2,0
Subaru,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Dodge,2,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tesla,0,0,0,47,2,2,4,1,4,2,1,0,3,0,2,1,3,4,1,0,9
Toyota,6,0,0,0,41,11,13,5,15,17,2,0,5,0,4,1,2,2,0,7,2
Honda,1,0,0,0,6,48,5,3,6,12,8,2,1,1,2,1,2,0,0,6,3
Nissan,0,0,0,0,5,2,47,2,2,5,7,2,1,0,1,1,1,1,0,5,2
Chevrolet,3,0,1,1,5,0,3,37,1,1,0,0,2,0,2,0,1,0,0,1,4
Hyundai,1,0,0,0,1,1,0,1,42,2,0,0,0,0,1,0,0,0,0,0,1
Mazda,0,0,0,0,1,1,0,0,0,45,0,2,0,0,1,1,1,1,0,4,0
Renault,0,0,0,0,0,0,2,0,0,1,34,0,0,0,0,0,0,0,0,0,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,1,0,0,0,0,0
Mercedes-Benz,2,0,0,0,0,1,4,1,2,0,12,6,41,8,2,2,6,3,7,10,3
BMW,0,0,0,0,6,3,6,4,2,5,2,7,11,47,4,9,12,3,2,12,5
Ford,8,0,1,3,13,6,4,21,7,7,1,2,3,0,30,4,1,5,1,3,8
Porsche,0,0,1,0,1,0,1,0,0,1,0,2,3,2,2,35,3,2,2,4,1
Audi,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,2,41,6,0,1,1
Volkswagen,0,0,0,1,7,0,2,4,6,4,0,1,6,0,1,8,10,41,0,1,1
Ferrari,0,0,0,0,0,0,1,0,0,0,16,13,2,2,0,10,3,0,48,1,0
Lexus,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0
Volvo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40
