,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,55,0,0,0,1,0,3,3,1,2,0,0,1,0,0,0,0,2,0,0,0
Subaru,0,41,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0
Dodge,3,0,55,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
Tesla,0,0,0,57,6,1,7,1,2,1,0,0,3,1,1,0,1,2,0,3,2
Toyota,1,0,0,1,53,17,20,9,21,13,2,0,4,4,3,2,1,11,0,9,5
Honda,2,0,0,1,10,58,6,2,11,7,7,0,0,2,4,0,1,5,1,4,0
Nissan,2,0,0,1,3,0,55,2,2,2,9,0,1,1,4,1,1,2,0,5,2
Chevrolet,2,0,0,1,3,0,3,40,0,1,0,1,1,0,5,0,0,0,0,1,2
Hyundai,0,0,1,0,0,1,1,1,49,0,0,0,0,0,0,0,1,2,0,1,1
Mazda,1,0,0,0,3,2,0,0,1,43,0,0,0,0,0,0,0,0,0,2,0
Renault,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,1,1,0,4
Lamborghini,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,0,0
Mercedes-Benz,0,0,1,2,0,2,1,4,1,3,18,7,49,9,2,3,4,0,5,13,3
BMW,1,0,0,2,3,9,11,3,3,16,7,6,11,52,3,15,18,1,1,17,15
Ford,10,0,1,2,17,3,4,24,12,10,1,2,4,2,37,7,5,5,0,3,11
Porsche,0,0,0,0,0,0,2,0,0,1,0,6,4,1,1,53,4,2,0,2,1
Audi,0,0,0,0,0,1,1,1,0,0,8,5,5,3,0,5,51,7,1,4,1
Volkswagen,0,0,0,1,6,1,5,1,4,0,0,0,6,3,2,10,11,45,0,1,3
Ferrari,0,0,0,1,0,0,0,1,2,1,16,14,3,3,2,10,0,0,58,2,0
Lexus,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,1
Volvo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,46
