,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,48,0,2,1,1,0,1,4,1,1,0,1,1,1,0,0,0,2,3,0,0
Subaru,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2
Dodge,1,0,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Tesla,0,0,0,50,6,2,6,5,1,3,0,1,0,1,3,1,3,2,0,0,8
Toyota,2,0,1,0,43,18,14,6,16,12,2,1,6,1,4,1,3,9,1,3,8
Honda,4,0,0,0,6,49,3,1,8,5,6,1,2,4,4,1,3,1,1,3,5
Nissan,1,0,0,1,4,4,46,3,1,1,6,0,1,2,0,1,1,0,0,1,0
Chevrolet,4,0,0,2,1,1,0,37,1,0,0,0,1,2,1,1,3,1,0,1,4
Hyundai,1,0,0,0,1,1,1,0,42,0,1,0,0,1,0,0,0,1,0,1,1
Mazda,0,0,0,0,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0,3,0
Renault,0,0,0,0,2,1,2,0,0,0,32,1,0,1,1,0,0,0,2,0,0
Lamborghini,0,0,0,0,1,0,0,0,0,0,1,50,0,1,0,0,1,0,0,0,0
Mercedes-Benz,0,0,0,1,2,2,1,1,1,2,16,7,46,7,2,7,4,2,9,6,2
BMW,1,0,0,0,2,3,8,1,2,12,2,2,13,44,3,11,11,3,5,20,12
Ford,8,0,1,1,18,3,4,18,9,11,1,2,2,3,29,7,5,3,1,2,7
Porsche,1,0,0,0,1,0,1,0,0,0,3,2,1,4,2,40,4,2,3,3,1
Audi,1,0,0,0,0,1,1,0,0,1,1,4,4,1,0,8,43,3,3,5,2
Volkswagen,0,0,0,0,5,1,4,1,3,7,1,0,2,1,1,6,14,38,0,0,2
Ferrari,0,0,0,0,1,0,1,0,0,0,17,15,2,2,1,6,0,1,47,0,0
Lexus,0,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,1,0,0,16,0
Volvo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38
