,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,38,0,1,0,0,1,1,1,2,1,0,0,1,0,2,0,2,2,3,1,0
Subaru,0,29,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Dodge,3,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,38,6,1,7,3,3,2,0,0,2,0,3,2,2,2,1,0,2
Toyota,3,0,0,0,35,8,13,10,13,12,2,0,3,2,1,2,2,1,0,8,3
Honda,1,0,0,0,2,40,4,2,5,6,6,1,4,1,2,0,0,0,2,0,7
Nissan,0,0,0,0,4,2,34,2,2,2,3,0,0,0,0,0,1,1,0,4,4
Chevrolet,3,0,0,0,3,0,1,28,0,0,0,0,0,0,1,0,0,1,0,0,0
Hyundai,0,0,0,0,1,1,0,1,35,0,1,0,0,0,0,0,0,0,0,0,1
Mazda,0,0,0,0,1,1,0,0,1,32,0,0,1,2,0,0,0,0,0,1,0
Renault,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,2
Lamborghini,0,0,0,0,0,0,0,0,0,0,1,39,0,1,0,0,0,0,0,0,0
Mercedes-Benz,1,0,0,1,0,0,2,2,1,1,7,6,35,5,2,6,4,0,3,9,2
BMW,1,0,0,1,3,1,3,0,4,5,2,3,11,35,2,9,10,1,0,15,12
Ford,7,0,1,0,11,0,4,19,5,13,0,0,3,1,22,1,0,3,0,3,7
Porsche,0,0,0,1,0,0,0,0,0,1,1,2,4,0,2,30,3,2,0,3,0
Audi,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,31,2,0,5,2
Volkswagen,0,0,0,0,7,0,5,3,2,1,0,0,3,1,1,5,9,33,0,0,2
Ferrari,0,0,0,0,0,1,1,0,0,0,13,6,2,3,3,4,0,0,39,1,0
Lexus,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27
