,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,28,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Subaru,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dodge,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,27,3,0,4,3,3,1,0,0,1,0,0,0,2,1,0,0,2
Toyota,4,1,0,1,25,4,8,8,13,5,3,0,2,0,0,2,4,4,0,2,4
Honda,0,1,0,0,4,30,4,3,4,6,7,1,0,0,0,0,2,0,0,2,3
Nissan,2,0,0,0,2,1,23,4,1,2,4,0,2,0,1,0,1,0,0,2,0
Chevrolet,2,0,0,0,2,0,0,22,0,0,0,0,2,0,2,1,2,0,0,0,3
Hyundai,1,0,0,0,1,0,1,0,25,1,0,0,0,0,0,0,1,0,0,0,3
Mazda,0,0,0,0,1,0,1,1,0,26,0,0,0,0,0,0,1,0,0,0,0
Renault,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,1,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0
Mercedes-Benz,0,0,1,0,1,1,0,2,0,2,8,2,26,4,2,4,7,1,4,6,2
BMW,0,0,1,0,1,4,4,2,3,8,6,1,5,29,0,6,8,1,0,16,3
Ford,2,0,5,2,12,3,2,12,7,8,1,2,2,0,18,2,1,3,0,1,7
Porsche,0,0,1,0,0,0,1,0,0,1,1,0,2,0,1,22,2,3,0,1,0
Audi,0,0,0,0,0,0,0,0,1,1,5,2,5,3,1,1,23,3,0,2,1
Volkswagen,0,0,0,0,3,0,4,0,4,5,1,1,5,1,0,2,8,24,0,1,3
Ferrari,0,0,2,0,0,0,0,0,0,1,10,9,1,0,2,4,2,0,30,0,0
Lexus,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
