,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,46,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0
Subaru,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,2,0,0,47,6,1,6,3,7,0,0,0,2,1,1,0,2,3,1,5,7
Toyota,3,0,0,1,43,12,20,9,16,15,6,0,2,3,4,0,3,4,1,7,5
Honda,1,0,0,0,6,47,5,2,6,7,3,1,2,2,5,0,4,0,0,6,3
Nissan,1,0,0,0,3,2,48,3,2,3,10,0,0,1,1,0,2,1,0,4,1
Chevrolet,5,0,0,0,2,1,1,43,2,1,0,0,1,3,1,1,1,2,1,2,2
Hyundai,0,0,0,0,1,1,0,1,41,0,0,0,0,0,0,0,0,1,0,0,0
Mazda,0,0,1,0,0,1,0,0,0,43,0,0,0,0,1,1,1,0,0,2,0
Renault,0,0,0,0,1,0,2,0,0,0,28,0,0,1,0,2,0,1,0,0,1
Lamborghini,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,0,0,2,0,0
Mercedes-Benz,1,0,1,0,1,0,2,1,3,4,12,6,46,3,2,5,7,2,9,11,1
BMW,0,0,1,2,0,7,8,2,4,9,1,3,11,44,2,10,14,4,2,14,7
Ford,7,0,2,1,17,3,1,22,5,7,1,0,3,1,26,6,2,2,2,2,9
Porsche,1,0,1,0,0,0,3,0,1,0,0,5,4,2,0,40,1,2,2,3,0
Audi,0,0,1,0,0,0,0,0,2,2,1,4,4,6,1,6,39,5,1,5,1
Volkswagen,0,0,0,0,3,2,3,2,4,7,0,0,4,0,2,5,15,43,0,2,1
Ferrari,0,0,0,0,0,0,1,0,0,0,18,16,2,3,3,8,2,0,48,0,0
Lexus,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,16,0
Volvo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,35
