,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,37,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1
Subaru,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dodge,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,39,2,2,4,2,3,2,0,0,2,0,1,2,3,1,0,3,11
Toyota,2,0,0,1,36,6,14,7,21,8,3,1,2,2,3,0,6,5,0,6,5
Honda,0,0,0,1,6,36,6,5,4,7,4,2,0,2,0,0,6,5,0,5,3
Nissan,0,0,0,1,3,1,38,4,1,1,5,0,2,1,0,0,4,1,0,2,3
Chevrolet,5,0,1,1,1,0,3,35,2,0,0,0,0,0,0,0,3,1,0,0,4
Hyundai,0,0,0,0,1,1,0,0,37,0,1,0,0,0,0,1,0,0,0,0,0
Mazda,0,0,0,1,1,0,1,0,0,29,0,0,0,0,1,0,1,1,0,0,0
Renault,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,1,0,0
Lamborghini,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,1,0
Mercedes-Benz,0,0,0,2,3,1,3,1,1,0,15,1,37,6,1,0,5,0,6,8,2
BMW,0,0,1,2,2,4,8,0,1,5,8,5,15,37,3,7,15,1,0,11,4
Ford,3,0,0,1,11,2,2,15,7,8,0,3,1,2,26,8,2,5,0,0,4
Porsche,0,0,0,0,0,1,0,3,1,0,4,2,4,2,1,30,2,1,2,3,0
Audi,0,0,0,0,1,0,0,0,1,0,3,4,1,1,0,0,32,6,2,3,1
Volkswagen,0,0,0,0,2,0,3,0,1,1,0,0,0,2,1,1,8,35,0,0,0
Ferrari,0,0,0,0,0,0,0,0,0,0,20,10,0,0,2,10,1,0,37,1,0
Lexus,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,1
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
