,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,46,0,0,0,1,0,0,3,0,3,1,0,1,1,0,1,3,0,0,0,1
Subaru,1,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Dodge,3,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tesla,0,0,0,48,2,3,4,7,5,1,0,0,5,2,2,1,3,2,0,2,3
Toyota,1,0,1,0,42,11,11,9,19,15,2,0,1,1,3,4,4,7,0,7,10
Honda,0,0,1,0,9,49,4,3,6,7,7,1,0,3,3,1,2,3,2,2,4
Nissan,1,0,0,0,4,4,45,7,3,5,5,0,0,1,2,1,1,1,0,4,4
Chevrolet,3,0,1,0,3,1,0,32,1,1,0,0,0,0,6,0,2,0,0,1,4
Hyundai,0,0,0,0,1,0,3,1,44,0,0,0,0,1,2,0,0,0,0,1,1
Mazda,0,0,0,0,0,2,0,0,0,36,0,0,0,1,4,0,1,1,0,3,0
Renault,0,0,0,0,0,0,1,0,1,0,28,0,0,0,0,1,0,0,0,1,2
Lamborghini,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,2,1,0
Mercedes-Benz,0,0,2,0,2,1,3,2,0,2,15,3,43,9,0,5,2,1,5,14,4
BMW,1,0,2,3,2,9,4,1,1,5,1,1,15,40,4,4,16,1,1,17,8
Ford,7,0,4,1,18,3,2,25,10,10,2,0,1,0,35,2,3,3,0,2,8
Porsche,0,0,1,1,1,0,0,0,0,0,2,5,0,2,1,40,1,5,1,1,2
Audi,0,0,0,0,0,0,1,1,0,0,2,3,4,2,2,6,36,12,1,4,1
Volkswagen,0,0,0,0,8,2,4,3,2,3,0,0,8,4,1,10,10,40,0,1,4
Ferrari,0,0,0,0,0,0,0,0,0,0,22,16,4,0,1,13,1,0,46,0,0
Lexus,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21,1
Volvo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
