,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,48,0,0,0,1,0,0,5,1,3,0,0,0,0,1,0,0,2,0,0,0
Subaru,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,48,7,1,2,5,1,2,0,0,1,1,1,2,1,1,0,0,7
Toyota,3,0,0,1,45,16,15,4,16,11,1,0,2,2,3,1,2,6,2,15,2
Honda,3,0,1,0,5,47,3,2,4,5,9,5,0,5,4,2,3,1,5,4,4
Nissan,1,0,0,0,5,6,46,1,3,4,4,0,2,1,1,0,4,0,1,4,3
Chevrolet,9,0,0,1,3,0,2,30,1,2,1,0,0,2,2,0,1,0,0,1,4
Hyundai,0,0,0,0,1,1,1,0,41,2,0,0,0,0,0,0,0,0,0,0,1
Mazda,0,0,0,0,1,1,0,0,1,43,0,0,0,0,0,0,1,0,0,3,1
Renault,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,1,0,2,3,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,2,49,0,0,1,1,0,0,1,0,0
Mercedes-Benz,0,0,0,0,2,2,2,4,3,1,13,1,48,8,2,2,3,4,7,11,3
BMW,0,0,1,0,3,5,6,5,4,4,0,1,10,42,0,13,19,2,1,13,5
Ford,14,0,1,1,14,5,5,27,8,10,2,0,4,1,31,8,4,6,2,1,9
Porsche,0,0,1,0,1,0,2,1,0,2,0,10,1,2,1,46,2,4,0,2,1
Audi,0,0,0,0,1,0,1,0,0,1,6,3,5,2,0,3,41,8,1,0,1
Volkswagen,0,0,0,1,10,1,5,1,3,4,0,1,2,2,1,3,6,36,0,1,1
Ferrari,0,0,0,0,0,0,1,0,1,0,16,15,1,1,3,12,1,0,47,0,1
Lexus,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,24,0
Volvo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35
