,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,41,0,1,0,0,0,0,1,0,1,0,0,2,0,2,1,0,2,2,1,2
Subaru,1,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Dodge,2,0,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Tesla,0,0,0,48,8,2,9,7,2,2,0,0,4,1,4,4,2,1,0,2,7
Toyota,1,1,0,2,42,10,16,6,22,15,2,0,4,3,7,0,4,6,0,9,5
Honda,0,0,0,0,7,46,7,0,8,6,8,0,1,3,2,0,3,3,0,4,3
Nissan,0,0,0,0,3,2,44,3,2,3,4,0,1,0,2,0,0,1,0,4,3
Chevrolet,3,0,2,0,0,4,2,38,0,2,0,0,0,0,3,0,0,1,0,3,5
Hyundai,1,0,0,0,1,0,1,1,43,0,0,0,0,0,0,0,0,0,0,2,1
Mazda,0,0,0,0,1,2,1,1,0,44,0,0,1,0,0,0,0,1,0,0,1
Renault,0,0,0,0,1,0,1,0,1,0,26,0,0,0,0,0,1,0,0,0,0
Lamborghini,1,0,0,0,0,0,0,0,0,0,1,49,1,0,0,1,1,0,0,0,0
Mercedes-Benz,0,0,0,1,3,5,2,0,1,1,17,6,40,9,1,5,6,1,5,5,2
BMW,0,0,0,0,3,11,4,1,1,4,7,6,9,43,0,18,14,4,4,14,6
Ford,8,0,3,2,16,3,4,27,10,12,1,0,5,0,29,4,1,5,1,2,8
Porsche,0,0,0,0,1,1,1,1,0,0,3,2,5,4,1,44,5,5,1,3,0
Audi,0,0,0,0,1,0,1,0,0,0,3,4,0,2,0,2,35,9,0,2,0
Volkswagen,0,0,0,0,3,1,1,3,4,2,0,0,4,1,0,2,14,38,0,1,3
Ferrari,1,0,0,0,0,1,1,0,0,0,25,22,2,0,0,13,0,0,50,0,0
Lexus,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,17,0
Volvo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43
