,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,45,0,2,0,1,0,1,7,2,0,1,0,0,0,0,0,1,0,2,1,0
Subaru,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dodge,1,0,43,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tesla,0,0,1,50,6,6,10,2,6,2,1,0,0,2,1,1,1,3,0,1,9
Toyota,1,0,1,1,43,14,14,5,16,17,2,0,4,4,2,1,4,6,0,8,7
Honda,0,0,0,1,4,47,4,3,9,10,11,2,1,1,1,1,4,3,4,9,2
Nissan,0,0,0,1,2,5,46,2,1,2,5,0,0,2,0,0,3,0,0,4,1
Chevrolet,2,0,1,0,3,1,4,42,0,1,0,1,0,1,1,0,0,0,0,0,1
Hyundai,1,0,0,0,1,2,1,2,43,1,0,0,0,0,0,0,0,0,0,2,3
Mazda,0,0,0,0,0,1,1,1,0,39,0,1,1,0,0,0,2,0,0,0,0
Renault,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,1,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,1
Mercedes-Benz,0,0,0,1,0,1,0,2,1,2,15,2,43,6,3,4,8,0,3,6,4
BMW,1,0,0,1,1,8,4,2,1,6,6,5,14,44,2,13,13,0,0,15,9
Ford,9,0,1,1,15,1,3,23,10,9,1,0,5,1,29,5,2,6,1,0,5
Porsche,2,0,1,0,0,0,1,1,0,2,1,4,0,2,3,44,5,5,1,2,2
Audi,0,0,0,0,0,0,0,1,0,0,2,5,5,2,0,6,40,8,0,2,2
Volkswagen,1,0,0,0,5,1,4,3,2,3,0,0,1,1,0,2,9,39,0,1,4
Ferrari,0,0,0,0,0,0,0,0,0,0,14,16,2,1,1,10,3,0,46,0,1
Lexus,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
