,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,45,0,1,0,1,0,1,3,0,0,0,0,1,0,1,0,1,2,0,0,1
Subaru,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dodge,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,48,7,2,8,5,7,1,0,0,0,0,1,0,3,5,0,1,5
Toyota,1,1,0,3,42,16,8,7,15,11,2,0,3,5,0,0,6,3,0,5,10
Honda,0,0,1,2,8,47,5,5,5,6,5,2,0,0,1,0,3,2,3,6,5
Nissan,3,1,0,2,1,4,41,2,0,1,10,1,1,0,1,0,0,0,1,4,1
Chevrolet,6,0,0,0,3,1,1,37,1,2,0,2,1,0,2,0,1,1,0,1,3
Hyundai,0,0,0,1,0,0,1,1,41,1,0,0,0,0,0,0,0,1,0,0,1
Mazda,0,0,0,0,0,1,0,2,0,42,0,1,0,0,0,0,0,0,0,0,0
Renault,0,0,0,0,0,0,2,0,0,0,37,1,1,0,0,0,0,0,1,2,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0,2,0,0,1,0,0
Mercedes-Benz,1,0,0,0,1,2,1,1,1,3,20,8,45,5,4,5,6,2,7,11,2
BMW,2,0,0,0,3,3,4,4,3,7,6,6,6,47,1,6,13,1,4,19,5
Ford,3,1,3,2,14,3,5,22,11,14,0,2,0,1,33,2,3,3,0,0,5
Porsche,0,0,1,0,0,0,2,1,1,0,0,3,2,4,1,42,0,7,2,3,1
Audi,0,0,0,0,0,0,0,0,1,0,6,1,3,2,0,6,39,8,2,5,0
Volkswagen,0,0,0,1,2,0,9,0,4,7,0,0,7,2,0,4,8,39,0,0,4
Ferrari,0,0,1,0,0,1,1,0,0,1,19,13,3,1,5,15,1,0,48,3,0
Lexus,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,16,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33
