,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,36,0,0,0,2,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0
Subaru,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Dodge,1,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tesla,0,0,0,39,6,1,4,5,3,0,0,1,1,0,1,2,0,2,0,1,2
Toyota,3,0,0,0,34,15,11,6,14,8,1,0,6,1,1,0,3,4,1,10,2
Honda,1,0,0,0,6,40,6,5,5,7,4,0,1,1,2,0,0,1,5,5,4
Nissan,2,0,0,0,2,2,31,1,0,1,6,0,0,0,2,0,1,0,0,2,0
Chevrolet,4,0,1,0,2,1,1,32,1,3,0,0,0,0,1,0,1,0,0,0,1
Hyundai,3,0,0,0,1,1,2,0,31,2,0,0,0,0,0,0,0,0,1,1,0
Mazda,0,0,0,0,1,0,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0
Renault,0,0,0,0,0,0,3,0,1,0,36,0,0,0,0,0,1,0,2,1,2
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0
Mercedes-Benz,0,0,0,0,3,3,2,0,0,4,11,2,38,8,2,5,4,1,6,7,2
BMW,0,0,0,0,2,4,6,0,0,7,3,4,11,40,2,11,13,1,0,14,5
Ford,7,0,0,0,18,1,4,13,6,10,0,1,2,2,24,3,3,6,1,0,5
Porsche,0,0,1,0,0,0,1,0,0,0,0,5,0,1,4,28,0,4,1,1,0
Audi,0,0,1,0,1,0,1,0,0,0,0,2,3,2,1,3,29,5,0,0,0
Volkswagen,0,0,0,0,4,0,2,2,3,2,0,1,1,2,0,3,7,24,1,0,1
Ferrari,0,0,0,0,0,0,2,0,0,0,19,12,1,0,2,5,1,1,35,1,0
Lexus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31
