,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,36,0,1,0,1,2,1,1,1,3,0,0,3,0,2,2,2,4,0,0,0
Subaru,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,6,0,44,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Tesla,0,0,1,43,6,1,5,10,0,2,0,0,2,1,3,0,4,2,0,0,5
Toyota,2,0,0,2,41,16,17,5,14,13,3,0,7,2,1,0,4,4,1,7,4
Honda,1,0,0,1,3,40,3,2,6,7,7,3,2,2,0,0,2,2,1,6,1
Nissan,1,0,0,1,3,3,41,1,2,3,5,1,1,1,2,0,1,1,1,4,0
Chevrolet,6,0,1,0,2,3,2,31,1,1,0,0,0,0,2,0,1,1,0,0,3
Hyundai,2,0,0,1,1,1,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,0,0,1,0,0,0,1,39,0,0,0,0,1,0,0,0,0,0,0
Renault,0,0,0,0,1,0,0,0,0,0,26,0,1,0,0,0,0,0,0,1,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0
Mercedes-Benz,1,0,0,3,1,0,2,0,2,2,10,8,35,7,1,2,4,1,5,11,2
BMW,1,0,0,1,0,2,6,2,2,3,3,7,12,40,1,6,10,1,0,20,4
Ford,8,0,1,1,15,2,4,17,15,10,0,0,2,2,28,7,1,6,0,2,7
Porsche,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,37,1,1,1,0,0
Audi,1,0,0,0,1,0,0,0,2,0,2,3,6,5,1,4,33,9,1,2,1
Volkswagen,0,0,0,0,5,1,3,1,3,1,0,0,1,0,0,1,6,34,0,1,3
Ferrari,0,0,0,0,0,0,1,0,1,0,21,8,1,0,3,10,2,1,41,2,0
Lexus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34
