,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,39,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,0
Subaru,0,27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dodge,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tesla,0,0,0,39,4,3,6,2,1,1,1,0,0,1,2,2,0,4,0,0,8
Toyota,3,0,0,0,34,12,13,5,14,3,1,0,4,0,0,2,4,4,0,4,2
Honda,3,0,0,0,8,37,2,2,5,9,4,1,3,1,2,1,1,0,1,2,2
Nissan,0,0,0,0,0,3,34,1,0,2,6,1,1,0,0,0,2,1,2,4,3
Chevrolet,1,0,0,1,5,0,2,31,2,3,0,1,1,0,0,0,1,1,0,1,2
Hyundai,0,0,0,1,0,0,2,0,34,0,0,0,1,1,0,0,2,0,0,0,0
Mazda,0,0,0,0,1,1,0,0,0,29,0,0,1,0,2,0,1,1,0,4,0
Renault,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,0
Lamborghini,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0
Mercedes-Benz,0,0,0,0,4,2,1,1,1,3,13,0,32,4,0,6,2,0,7,7,1
BMW,1,0,0,1,3,4,4,1,2,9,5,3,12,35,1,7,10,0,4,13,8
Ford,10,0,3,1,19,5,3,20,9,9,0,0,1,0,28,3,4,6,1,2,1
Porsche,0,0,0,0,0,1,1,0,0,1,0,3,0,2,0,33,1,3,2,4,2
Audi,1,0,0,0,0,0,1,0,1,0,2,5,4,0,0,2,33,5,2,2,2
Volkswagen,2,0,0,0,8,0,5,2,3,3,2,2,2,0,0,2,13,29,0,1,1
Ferrari,0,0,0,0,0,2,0,0,0,0,18,14,2,1,1,6,0,0,37,0,0
Lexus,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0
Volvo,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27
