,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,36,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,2,1,1,1,0
Subaru,1,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dodge,2,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Tesla,0,0,0,38,4,2,6,2,5,2,0,0,0,0,0,1,6,5,0,2,4
Toyota,3,0,0,0,38,5,11,4,11,9,0,0,3,3,1,2,4,2,1,8,5
Honda,2,0,0,0,8,37,3,1,3,4,6,1,0,1,0,0,3,2,0,3,2
Nissan,0,0,0,0,2,1,37,3,3,1,6,0,0,1,2,0,2,0,0,3,0
Chevrolet,3,0,1,1,2,0,2,28,1,1,0,1,0,1,5,1,0,0,0,0,2
Hyundai,0,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,3,0
Mazda,0,0,0,0,1,2,0,2,1,28,0,0,0,0,1,0,1,0,0,0,0
Renault,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,1,0,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,1,0,0
Mercedes-Benz,0,0,0,0,0,1,1,1,0,1,15,5,37,7,2,3,8,2,2,7,2
BMW,0,0,0,0,0,8,1,2,1,7,3,1,8,38,2,8,8,2,2,16,8
Ford,4,0,2,2,14,4,4,17,6,6,1,1,0,1,23,3,3,4,0,1,5
Porsche,0,0,1,0,0,0,0,0,0,0,3,2,1,2,2,34,4,4,0,1,0
Audi,1,0,0,0,1,0,0,0,0,0,1,4,3,2,0,1,29,5,1,6,1
Volkswagen,1,0,1,0,5,1,7,0,1,2,0,0,3,1,1,3,5,33,0,0,1
Ferrari,0,0,0,0,0,1,1,0,0,0,14,14,4,1,1,8,1,0,40,0,0
Lexus,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31
