,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,47,0,1,1,1,0,1,4,0,3,0,0,1,0,1,0,0,0,2,0,0
Subaru,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dodge,4,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,48,2,4,10,1,6,1,1,1,0,1,3,3,2,1,1,2,5
Toyota,3,0,0,1,43,19,13,4,14,10,7,0,2,3,2,0,5,7,0,10,5
Honda,2,0,0,0,5,46,6,2,4,4,8,4,0,2,3,1,4,5,3,7,5
Nissan,0,0,1,1,4,2,45,2,3,1,5,0,0,1,1,1,1,2,2,2,0
Chevrolet,4,0,2,0,3,4,5,35,0,0,0,0,0,2,1,0,4,2,0,4,3
Hyundai,1,0,0,0,1,2,3,0,42,1,0,0,1,0,0,0,0,0,0,1,1
Mazda,1,0,0,0,2,1,0,3,0,42,0,0,0,0,1,1,0,0,0,3,0
Renault,0,0,0,0,0,0,1,0,0,0,31,1,0,1,0,0,0,0,2,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,1,48,1,0,1,1,0,0,0,0,0
Mercedes-Benz,0,0,0,2,0,2,2,2,1,1,15,5,43,8,0,5,6,2,5,6,0
BMW,1,0,0,2,1,0,6,2,3,7,9,4,15,47,2,9,10,1,3,17,12
Ford,7,0,1,1,8,2,4,25,8,14,1,2,1,0,30,6,5,5,0,1,6
Porsche,1,0,0,0,0,0,1,1,0,1,4,5,5,2,0,39,2,4,0,1,1
Audi,0,0,0,0,1,0,2,0,1,1,4,2,6,3,1,5,34,7,1,6,1
Volkswagen,0,0,0,0,5,2,4,1,5,0,0,0,6,0,1,3,11,44,0,4,1
Ferrari,0,0,0,0,0,1,0,0,0,0,16,20,5,2,5,5,0,0,45,0,0
Lexus,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0
Volvo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
