,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,49,0,1,0,1,0,1,4,1,1,0,0,0,0,0,0,0,3,0,0,0
Subaru,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,57,9,5,5,3,4,3,0,1,3,2,1,0,1,4,0,0,10
Toyota,5,0,1,3,51,13,19,11,28,14,1,0,5,1,2,1,1,5,0,13,6
Honda,0,0,1,0,4,58,6,3,9,10,8,2,2,0,5,1,2,2,4,3,1
Nissan,2,0,0,1,8,5,53,1,3,3,10,0,1,1,0,0,1,1,0,2,4
Chevrolet,7,0,0,0,1,1,1,44,1,2,0,0,0,1,4,0,1,2,0,0,2
Hyundai,1,0,0,0,3,0,2,0,46,2,0,0,0,0,0,0,0,0,1,0,1
Mazda,0,0,0,0,2,0,0,1,0,46,0,0,0,0,2,0,1,0,0,2,0
Renault,0,0,0,0,0,0,1,0,0,0,42,0,0,1,0,0,1,0,0,0,2
Lamborghini,1,0,0,0,0,0,0,0,0,0,1,59,1,0,0,3,0,0,2,0,0
Mercedes-Benz,1,0,0,0,1,1,3,0,2,2,12,3,49,5,2,4,8,1,9,12,4
BMW,2,0,0,1,1,8,13,1,5,14,4,3,14,53,5,13,23,0,2,23,6
Ford,12,0,1,1,25,5,6,20,13,12,0,0,3,1,34,2,2,11,0,3,10
Porsche,1,0,0,0,0,0,2,0,0,2,3,5,2,1,1,50,5,3,1,2,0
Audi,0,0,0,0,0,0,2,2,1,2,3,5,2,2,2,4,47,4,2,3,3
Volkswagen,0,0,0,0,4,2,6,3,7,4,0,0,4,3,1,5,15,48,0,0,2
Ferrari,0,0,0,0,0,1,0,0,0,0,21,24,1,0,4,17,0,0,55,0,0
Lexus,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0
Volvo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46
