,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,42,0,1,0,0,0,1,3,0,2,0,0,0,0,0,1,3,2,0,0,0
Subaru,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dodge,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,1,0,0,39,11,0,2,6,5,2,0,1,2,1,1,0,1,0,1,3,7
Toyota,0,0,0,0,40,10,17,8,12,12,1,0,1,3,3,3,5,5,0,8,5
Honda,0,0,0,1,5,43,9,3,0,7,2,3,1,0,1,1,5,1,0,5,5
Nissan,0,0,0,1,4,4,36,1,0,1,5,1,0,1,2,0,2,1,0,1,2
Chevrolet,4,0,0,1,7,1,2,33,1,1,0,1,0,0,2,0,1,2,0,0,2
Hyundai,1,0,0,0,1,1,0,0,38,1,0,0,0,0,0,1,1,0,0,0,2
Mazda,0,0,0,0,0,0,1,0,1,31,0,0,0,0,2,0,0,1,0,1,0
Renault,0,0,0,0,0,0,1,0,0,1,30,1,0,0,0,0,0,2,1,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,2,0,0,0,0,0
Mercedes-Benz,0,0,0,0,0,3,0,3,0,0,9,3,41,8,1,6,2,2,6,7,2
BMW,0,0,0,0,2,9,6,2,2,7,3,1,7,40,2,13,9,3,1,17,7
Ford,3,0,1,1,12,4,1,19,12,12,1,0,2,2,29,5,5,3,0,1,4
Porsche,1,0,1,0,0,0,1,0,0,0,1,3,0,3,3,35,1,2,2,0,0
Audi,0,0,0,1,0,0,2,1,0,1,2,1,4,4,1,3,36,4,1,3,2
Volkswagen,0,0,0,1,2,1,5,2,0,3,0,0,1,4,2,8,12,35,0,1,5
Ferrari,0,0,0,0,0,1,0,0,0,0,20,15,0,1,2,8,1,0,45,1,1
Lexus,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,1,0,0,16,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
