,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,42,0,2,1,0,0,0,3,0,1,0,1,2,0,2,0,2,1,0,0,1
Subaru,0,30,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
Dodge,1,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tesla,1,0,0,48,3,1,6,5,5,2,1,0,1,2,3,1,3,2,0,1,8
Toyota,1,0,0,1,43,21,14,5,16,7,1,3,2,3,4,1,3,6,0,14,7
Honda,1,0,0,0,9,48,7,2,8,8,7,1,0,1,3,3,5,2,0,9,5
Nissan,2,0,0,2,5,4,41,5,2,3,10,1,0,0,3,0,0,1,1,3,0
Chevrolet,1,0,0,0,0,0,4,35,1,0,0,1,1,0,0,0,1,0,0,1,2
Hyundai,0,0,0,0,1,1,0,0,41,0,0,0,0,1,0,0,0,0,0,1,0
Mazda,0,0,0,0,0,1,1,0,0,42,0,0,0,1,0,0,1,0,0,3,0
Renault,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,1,1,0
Mercedes-Benz,0,0,0,1,0,2,2,0,0,3,12,3,47,5,1,2,7,0,7,11,3
BMW,0,0,0,1,4,6,6,3,2,11,4,8,10,45,2,12,18,2,3,16,7
Ford,7,0,1,0,13,3,6,23,13,11,0,1,4,0,36,5,4,7,1,1,4
Porsche,0,0,1,0,0,0,1,0,0,2,1,4,2,0,1,42,2,3,1,3,0
Audi,0,0,0,1,1,1,1,0,0,1,4,4,1,3,1,5,37,7,0,4,3
Volkswagen,1,0,1,1,3,1,3,1,2,2,0,0,3,4,4,5,5,39,0,0,3
Ferrari,0,0,0,0,0,0,0,0,0,2,13,14,7,0,1,6,0,0,49,3,0
Lexus,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,17,0
Volvo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,41
