,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,37,0,2,0,0,1,0,6,0,1,0,0,0,0,3,1,0,2,1,0,0
Subaru,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dodge,2,0,41,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Tesla,0,0,0,44,4,2,8,3,5,0,0,1,2,1,2,2,1,1,0,2,8
Toyota,2,0,0,1,40,13,12,4,16,10,3,3,4,1,2,2,1,8,0,10,5
Honda,2,0,0,1,7,43,6,2,6,6,7,1,1,2,1,1,3,3,1,4,4
Nissan,1,0,0,1,7,4,42,1,3,0,6,0,0,0,1,1,0,0,0,3,2
Chevrolet,3,0,1,0,9,1,2,27,0,2,0,1,1,1,2,2,0,1,0,1,5
Hyundai,0,0,0,0,1,1,1,2,37,4,0,0,0,0,0,0,0,0,0,0,0
Mazda,0,0,0,0,3,1,1,0,0,35,0,0,0,0,0,1,0,1,0,2,0
Renault,0,0,0,0,1,1,1,0,0,0,27,0,0,0,0,0,0,0,1,1,2
Lamborghini,0,0,0,0,0,0,0,1,0,0,2,45,0,0,0,0,1,0,0,0,0
Mercedes-Benz,1,0,0,1,2,4,1,0,1,1,15,2,40,5,1,2,3,2,8,9,3
BMW,0,0,0,0,3,5,8,1,0,10,4,1,14,40,0,6,14,2,3,15,6
Ford,5,0,0,0,13,6,7,17,8,8,0,0,3,1,33,3,3,5,1,3,4
Porsche,0,0,0,0,1,0,1,0,0,1,1,4,3,2,5,40,2,4,4,7,0
Audi,0,0,0,0,1,0,2,1,0,1,1,1,6,6,1,0,37,6,0,5,0
Volkswagen,1,0,0,0,4,4,3,2,4,2,1,0,1,0,1,6,11,35,0,1,1
Ferrari,0,0,1,0,0,1,0,1,0,0,16,13,2,1,0,9,1,0,44,2,0
Lexus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0
Volvo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
