,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,30,0,1,0,1,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0
Subaru,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dodge,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,30,4,1,5,1,1,2,0,1,2,1,0,2,0,1,0,2,3
Toyota,3,0,0,0,24,9,11,2,12,6,0,0,2,1,1,1,4,4,1,7,3
Honda,1,0,0,1,4,29,3,0,5,1,3,1,0,1,0,0,2,2,2,2,4
Nissan,0,0,0,0,2,1,26,2,2,2,1,1,1,0,0,0,0,2,1,0,1
Chevrolet,5,0,0,1,1,0,1,25,1,2,0,0,0,1,2,0,1,1,0,0,3
Hyundai,2,0,0,0,1,1,0,1,25,0,0,0,1,0,0,0,0,0,0,1,1
Mazda,0,0,0,0,0,1,1,1,0,24,0,0,0,0,0,0,1,0,0,0,0
Renault,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,1,0
Mercedes-Benz,0,0,0,2,0,0,0,1,1,0,8,1,27,4,1,3,3,1,5,7,2
BMW,0,0,0,2,1,2,1,1,1,7,4,2,11,25,0,7,5,1,3,8,3
Ford,5,0,1,0,6,1,3,16,4,6,0,0,0,3,19,2,1,0,1,1,9
Porsche,0,0,1,0,0,0,0,1,0,0,2,5,2,1,2,23,1,0,1,1,0
Audi,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,1,24,5,0,5,1
Volkswagen,0,0,0,0,2,0,4,1,3,4,0,0,0,2,0,2,7,26,0,0,2
Ferrari,0,0,0,0,0,0,0,0,0,0,13,8,1,0,1,4,1,0,28,0,0
Lexus,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
