,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,43,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,2,0,0
Subaru,0,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dodge,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,1,0,0,44,1,1,5,3,5,0,0,3,1,1,1,0,4,0,0,1,3
Toyota,6,0,0,0,40,9,11,8,12,10,2,1,2,0,2,1,3,3,1,6,3
Honda,0,0,0,0,9,43,2,4,6,8,10,3,1,1,1,0,4,1,1,4,2
Nissan,0,0,0,0,2,4,44,2,0,2,4,1,0,1,0,1,1,0,0,0,3
Chevrolet,0,0,1,1,2,0,1,32,1,0,0,1,1,1,0,1,3,0,0,0,0
Hyundai,0,0,0,0,1,0,1,2,37,0,0,0,0,0,0,0,0,0,0,0,2
Mazda,0,0,0,0,1,1,0,0,0,38,0,0,0,0,1,1,0,2,0,1,1
Renault,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,1,1,1
Lamborghini,0,0,0,0,0,0,0,1,0,0,1,43,0,0,0,0,0,0,1,0,0
Mercedes-Benz,0,0,0,1,0,3,2,1,2,1,11,6,42,5,4,5,6,1,6,15,4
BMW,1,0,0,0,1,11,7,1,4,5,7,3,11,41,3,8,10,2,3,16,8
Ford,4,0,1,1,11,5,3,17,8,16,0,0,4,1,35,4,5,5,0,2,7
Porsche,0,0,0,0,1,1,0,1,0,0,3,4,1,2,2,39,2,1,1,1,0
Audi,0,0,0,0,0,2,0,1,1,1,3,3,3,1,0,4,35,4,0,5,2
Volkswagen,1,0,0,0,8,0,9,1,3,4,0,0,2,1,0,5,9,30,0,2,0
Ferrari,0,0,0,0,0,0,0,1,2,0,19,10,2,2,2,9,0,1,43,1,0
Lexus,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39
