,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,58,0,1,1,1,0,0,4,0,2,4,1,0,0,0,0,0,3,2,0,0
Subaru,0,38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,2,0,51,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Tesla,0,0,0,59,4,1,6,4,8,2,0,1,4,0,2,2,3,2,0,2,10
Toyota,2,0,0,2,48,11,17,9,23,11,3,1,5,2,4,0,4,3,0,11,10
Honda,3,0,0,1,10,58,12,3,5,7,7,4,3,2,4,1,5,0,3,12,0
Nissan,1,0,0,1,2,6,55,5,4,3,6,1,0,2,1,0,1,0,0,5,2
Chevrolet,8,0,2,1,5,1,1,39,2,2,0,0,0,0,6,0,3,1,0,2,3
Hyundai,0,0,0,0,0,2,3,0,51,1,0,0,0,0,0,0,2,0,0,0,2
Mazda,1,0,0,0,1,3,2,0,0,55,1,0,1,0,3,2,1,1,0,2,0
Renault,0,0,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,1,1,0,2
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,1,0,0,0,0,0
Mercedes-Benz,0,0,0,0,3,1,8,2,3,3,18,6,51,6,1,1,8,3,12,12,3
BMW,1,0,0,0,3,8,11,3,2,12,5,4,11,52,1,12,17,4,5,21,7
Ford,6,0,2,3,18,7,8,29,12,13,3,2,3,1,46,7,4,9,1,2,5
Porsche,0,0,0,0,0,0,1,0,0,2,1,6,4,3,3,48,1,5,3,2,0
Audi,0,0,0,0,0,0,1,0,2,1,5,2,5,6,1,5,47,7,1,3,1
Volkswagen,0,0,0,0,10,0,7,2,6,5,2,0,9,3,4,8,15,45,0,1,4
Ferrari,0,0,1,0,0,0,1,0,0,1,14,21,3,1,3,12,0,0,56,0,0
Lexus,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14,0
Volvo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51
