,Jeep is similar to,Subaru is similar to,Dodge is similar to,Tesla is similar to,Toyota is similar to,Honda is similar to,Nissan is similar to,Chevrolet is similar to,Hyundai is similar to,Mazda is similar to,Renault is similar to,Lamborghini is similar to,Mercedes-Benz is similar to,BMW is similar to,Ford is similar to,Porsche is similar to,Audi is similar to,Volkswagen is similar to,Ferrari is similar to,Lexus is similar to,Volvo is similar to
Jeep,52,0,1,0,2,0,0,2,2,5,0,0,0,0,1,1,2,0,0,0,2
Subaru,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,2,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla,1,0,0,57,6,2,5,3,4,4,0,0,0,1,2,1,1,6,1,2,10
Toyota,1,0,0,1,53,23,15,7,25,8,5,1,4,1,5,1,8,10,0,10,5
Honda,1,1,0,0,7,58,5,3,10,5,7,3,1,1,2,0,5,2,4,6,6
Nissan,1,0,1,1,5,7,54,1,1,3,8,0,0,2,2,1,2,1,1,4,1
Chevrolet,5,0,2,0,4,2,4,43,1,1,1,0,0,1,4,0,2,2,0,0,3
Hyundai,0,0,0,0,3,2,2,0,52,0,0,1,0,0,0,0,0,0,0,1,1
Mazda,0,0,0,0,0,2,0,1,1,48,1,0,0,0,1,0,0,0,0,1,0
Renault,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,1,0,0,0,0,1
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,2,0,1,0,0,0
Mercedes-Benz,0,0,0,0,5,1,2,4,2,2,19,1,50,6,2,6,7,3,8,10,4
BMW,1,0,0,1,3,4,9,2,3,9,5,5,16,56,3,18,17,3,3,25,9
Ford,9,0,3,3,23,5,7,24,16,17,2,1,1,2,41,5,5,8,0,4,11
Porsche,0,0,1,0,1,0,0,0,0,2,1,9,2,2,4,51,1,3,0,2,1
Audi,0,0,0,0,1,0,0,1,1,0,3,7,7,4,3,2,52,9,1,6,0
Volkswagen,0,0,0,1,4,1,4,1,3,2,1,0,6,0,1,7,14,44,0,0,8
Ferrari,0,0,1,0,1,0,1,0,0,0,25,18,3,0,4,7,1,1,54,1,0
Lexus,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,15,0
Volvo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,49
